"date","dpi","dpsi","bird_ID","band_number","swab_id","mass","l_eye_score","r_eye_score","scorer","swab","swabber","plasma","tears","tears_vol_l","tears_vol_r","rbcs","smear","experiment_notes","capture_date","population","capture_location","experiment_location","antimalarials","primary_treatment","primary_dose","primary_inoc_date","secondary_treatment","secondary_dose","secondary_inoc_date","recovered_prior_sec","elisa_date","od_mean","room","stack","cage","sex","mass_cap","vital_notes","qpcr_plate","qpcr_date","well","cq_value","quantity","quantity1","log10_quantity1","extraction_plate","extraction_date","cq8","cq7","cq6","cq5","cq4","cq3","cq2","cq1","qpcr_neg_cntrls","slope","efficiency","r2","yinter","error","ELISA.Run.Date","elisa_od","elisa_cv","MG.....OD.0.0621.","ELISA.notes","tes","threshold_cutoff","seropos_cutoff","pathology_cutoff","quantity_clean","day_inf","inf","inf_pri","inf_sec"
20211129,41,"-1","41_2520","2520","2520 PID 41","19.4",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210917","0.051","j","1","4","Female",19.8,NA,4,20220404,"F8","29.49584643",192.4878099,193.4878099,2.286653609,3,20220126,"9.023035844",11.11909956,14.37866456,"18.5554148","na","25.02698387",28.74760898,"na","neg",-3.37,98.046,0.996,37.194,"0.057","7.27.23",0.061,0.694,"+","",0,50,0.061,0,192.4878099,1,1,1,0
20211204,46,"4","46_2520","2520","2520 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210917","0.051","j","1","4","Female",19.8,NA,8,20220411,"E4","38.21176439",0.590670059,1.590670059,0.201580106,6,20220128,"na",12.56955573,15.66132993,"18.77090311","22.28211321","25.95696434",28.97839776,"32.08408772","neg",-3.299,100.978,0.999,37.458,"0.026",NA,NA,NA,NA,NA,0,50,0.061,0,0.590670059,0,1,1,0
20211207,49,"7","49_2520","2520","2520 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210917","0.051","j","1","4","Female",19.8,NA,11,20220412,"G10","Undetermined",0,1,0,8,20220204,"na",11.86143101,15.1936193,"na","22.22321452","25.68560426",28.8887188,"32.02938467","neg",-3.389,97.283,0.999,37.624,"0.028",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211214,56,"14","56_2520","2520","2520 SID 14","19.3",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210917","0.051","j","1","4","Female",19.8,NA,13,20220412,"E4","34.99956605",7.906956351,8.906956351,0.949729324,9,20220209,"na",11.72578204,15.01386033,"na","22.35951247","na",29.1356697,"32.50885701","neg",-3.484,93.641,1,38.129,"0.02","8.2.23",0.076,2.9,"+","",0,50,0.061,0,7.906956351,0,1,1,0
20211221,63,"21","63_2520","2520","2520 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210917","0.051","j","1","4","Female",19.8,NA,15,20220414,"C7","34.99531591",5.148871688,6.148871688,0.78879543,11,20220211,"8.926534345",11.45403004,14.67622864,"na","22.21722259","25.21993563",28.79607535,"32.00198694","neg",-3.376,97.81,0.998,37.398,"0.034",NA,NA,NA,NA,NA,0,50,0.061,0,5.148871688,0,1,1,0
20211011,-8,"-50","-8_2521","2521","2521 PID -8","20.4",NA,NA,"na","y","dmh","y","n","na","na","n","n",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,3,20220401,"A5","Undetermined",0,1,0,2,20211208,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","6.27.22",0.048,0.1,"-","",0,50,0.061,0,0,0,1,1,0
20211026,7,"-35","7_2521","2521","2521 PID 7","na",0,0.5,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,9,20220411,"A9","21.15290436",92183.55187,92184.55187,4.964658149,7,20220204,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,0.5,50,0.061,0,92183.55187,1,1,1,0
20211102,14,"-28","14_2521","2521","na","20.6",0,1.5,"dmh","n","na","y","n","na","na","n","n","R eye is all eversion-not too swollen",20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.27.23",0.068,0.3,"+","",1.5,50,0.061,0,0,0,1,1,0
20211109,21,"-21","21_2521","2521","na","20.7",0,1,"dmh","n","na","n","y","2","4","na","na","Right eye everted",20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,0.061,0,0,0,1,1,0
20211116,28,"-14","28_2521","2521","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211123,35,"-7","35_2521","2521","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211129,41,"-1","41_2521","2521","2521 PID 41","19.9",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,4,20220404,"H7","Undetermined",0,1,0,3,20220126,"9.023035844",11.11909956,14.37866456,"18.5554148","na","25.02698387",28.74760898,"na","neg",-3.37,98.046,0.996,37.194,"0.057","8.2.23",0.044,6.95,"-","",0,50,0.061,0,0,0,1,1,0
20211204,46,"4","46_2521","2521","2521 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,8,20220411,"C7","Undetermined",0,1,0,6,20220128,"na",12.56955573,15.66132993,"18.77090311","22.28211321","25.95696434",28.97839776,"32.08408772","neg",-3.299,100.978,0.999,37.458,"0.026",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211207,49,"7","49_2521","2521","2521 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,12,20220412,"B4","Undetermined",0,1,0,9,20220209,"na",11.67673985,14.99527201,"na","22.1686667","na",28.91606193,"32.84611655","neg",-3.514,92.584,1,38.234,"0.02",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211214,56,"14","56_2521","2521","2521 SID 14","21",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,13,20220412,"F11","Undetermined",0,1,0,10,20220209,"na",11.72578204,15.01386033,"na","22.35951247","na",29.1356697,"32.50885701","neg",-3.484,93.641,1,38.129,"0.02","10.27.23",0.049,0.3,"-","",0,50,0.061,0,0,0,1,1,0
20211221,63,"21","63_2521","2521","2521 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,1,30,20211130,"y","20210922","0.045","k","3","2","Male",19.8,NA,15,20220414,"C6","Undetermined",0,1,0,11,20220211,"8.926534345",11.45403004,14.67622864,"na","22.21722259","25.21993563",28.79607535,"32.00198694","neg",-3.376,97.81,0.998,37.398,"0.034",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211011,-8,"-50","-8_2522","2522","2522 PID -8","19.4",NA,NA,"na","y","dmh","y","n","na","na","n","n",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,2,20220401,"D11","Undetermined",0,1,0,2,20211208,"10.794",12.708,16.308,"na","na","26.56",30.458,"na","neg",-3.349,0.995,98.879,38.744,"0.063","6.27.22",0.046,0.3,"-","",0,50,0.061,0,0,0,0,0,0
20211026,7,"-35","7_2522","2522","2522 PID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,9,20220411,"D11","Undetermined",0,1,0,7,20220204,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211102,14,"-28","14_2522","2522","na","19.5",0,0,"dmh","n","na","y","n","na","na","n","n",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.12.22",0.044,1.28,"-","",0,50,0.061,0,0,0,0,0,0
20211109,21,"-21","21_2522","2522","na","19.6",0,0,"dmh","n","na","n","y","5","4","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211116,28,"-14","28_2522","2522","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211123,35,"-7","35_2522","2522","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211129,41,"-1","41_2522","2522","2522 PID 41","19.5",0,0,"dmh","y","dmh","y","n","na","na","y","n","cage injury + antibiotics",20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,5,20220404,"B7","Undetermined",0,1,0,4,20220126,"8.921",11.05,14.391,"18.575","na","25.11",29.042,"na","neg",-3.426,95.822,0.996,37.559,"0.058","7.27.23",0.043,2.297,"-","",0,50,0.061,0,0,0,0,0,0
20211204,46,"4","46_2522","2522","2522 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,8,20220411,"G8","Undetermined",0,1,0,6,20220128,"na",12.56955573,15.66132993,"18.77090311","22.28211321","25.95696434",28.97839776,"32.08408772","neg",-3.299,100.978,0.999,37.458,"0.026",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211207,49,"7","49_2522","2522","2522 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,11,20220412,"A12","Undetermined",0,1,0,8,20220204,"na",11.86143101,15.1936193,"na","22.22321452","25.68560426",28.8887188,"32.02938467","neg",-3.389,97.283,0.999,37.624,"0.028",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211214,56,"14","56_2522","2522","2522 SID 14","19.6",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,13,20220412,"B8","Undetermined",0,1,0,10,20220209,"na",11.72578204,15.01386033,"na","22.35951247","na",29.1356697,"32.50885701","neg",-3.484,93.641,1,38.129,"0.02","10.27.23",0.042,1,"-","",0,50,0.061,0,0,0,0,0,0
20211221,63,"21","63_2522","2522","2522 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","Low",750,20211019,2,100,20211130,"y","20210922","0.042","j","2","3","Male",20.1,NA,15,20220414,"D5","Undetermined",0,1,0,11,20220211,"8.926534345",11.45403004,14.67622864,"na","22.21722259","25.21993563",28.79607535,"32.00198694","neg",-3.376,97.81,0.998,37.398,"0.034",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,0,0,0
20211011,-8,"-50","-8_2524","2524","2524 PID -8","19.4",NA,NA,"na","y","dmh","y","n","na","na","n","n",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,2,20220401,"A7","Undetermined",0,1,0,2,20211208,"10.794",12.708,16.308,"na","na","26.56",30.458,"na","neg",-3.349,0.995,98.879,38.744,"0.063","6.27.22",0.046,0.2,"-","",0,50,0.061,0,0,0,1,1,0
20211026,7,"-35","7_2524","2524","2524 PID 7","na",2,0,"dmh","y","dmh","n","n","na","na","na","na","Blood in L eye",20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,9,20220411,"E12","21.19205235",89742.12565,89743.12565,4.953001191,7,20220204,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,2,50,0.061,0,89742.12565,1,1,1,0
20211102,14,"-28","14_2524","2524","na","18.3",0,0,"dmh","n","na","y","n","na","na","n","n",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22.24",0.089,3.02,"+","",0,50,0.061,0,0,0,1,1,0
20211109,21,"-21","21_2524","2524","na","18.9",0,0,"dmh","n","na","n","y","2","1","na","na",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211116,28,"-14","28_2524","2524","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211123,35,"-7","35_2524","2524","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211129,41,"-1","41_2524","2524","2524 PID 41","18.3",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,5,20220404,"H10","Undetermined",0,1,0,4,20220126,"8.921",11.05,14.391,"18.575","na","25.11",29.042,"na","neg",-3.426,95.822,0.996,37.559,"0.058","10.27.23",0.046,0.03,"-","",0,50,0.061,0,0,0,1,1,0
20211204,46,"4","46_2524","2524","2524 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,8,20220411,"C8","35.86084381",3.048076672,4.048076672,0.60724873,6,20220128,"na",12.56955573,15.66132993,"18.77090311","22.28211321","25.95696434",28.97839776,"32.08408772","neg",-3.299,100.978,0.999,37.458,"0.026",NA,NA,NA,NA,NA,0,50,0.061,0,3.048076672,0,1,1,0
20211207,49,"7","49_2524","2524","2524 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,12,20220412,"F5","38.47669001",0.852843805,1.852843805,0.26783881,9,20220209,"na",11.67673985,14.99527201,"na","22.1686667","na",28.91606193,"32.84611655","neg",-3.514,92.584,1,38.234,"0.02",NA,NA,NA,NA,NA,0,50,0.061,0,0.852843805,0,1,1,0
20211214,56,"14","56_2524","2524","2524 SID 14","18.1",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,13,20220412,"E9","Undetermined",0,1,0,10,20220209,"na",11.72578204,15.01386033,"na","22.35951247","na",29.1356697,"32.50885701","neg",-3.484,93.641,1,38.129,"0.02","8.2.23",0.045,0.629,"-","",0,50,0.061,0,0,0,1,1,0
20211221,63,"21","63_2524","2524","2524 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210803,"va","be","vt","n","High",30000,20211019,2,100,20211130,"y","20210922","0.041","j","4","3","Male",18.8,NA,15,20220414,"G11","Undetermined",0,1,0,11,20220211,"8.926534345",11.45403004,14.67622864,"na","22.21722259","25.21993563",28.79607535,"32.00198694","neg",-3.376,97.81,0.998,37.398,"0.034",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
20211011,-8,"-50","-8_2525","2525","2525 PID -8","20.7",NA,NA,"na","y","dmh","y","n","na","na","n","n","Left eye energy",20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",3,20220401,"G5","Undetermined",0,1,0,2,20211208,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","6.27.22",0.049,1.458,"-","",0,50,0.061,0,0,0,1,1,1
20211026,7,"-35","7_2525","2525","2525 PID 7","na",2,1.5,"dmh","y","dmh","n","n","na","na","na","na",NA,20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",9,20220411,"D8","20.12124738",187003.4555,187004.4555,5.271851954,7,20220204,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,3.5,50,0.061,0,187003.4555,1,1,1,1
20211102,14,"-28","14_2525","2525","na","20.7",0,0.5,"dmh","n","na","y","n","na","na","n","n",NA,20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.12.22",0.073,4.1,"+","",0.5,50,0.061,0,0,0,1,1,1
20211109,21,"-21","21_2525","2525","na","20.5",0.5,0.5,"dmh","n","na","n","y","5","5","na","na",NA,20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,0.061,0,0,0,1,1,1
20211116,28,"-14","28_2525","2525","na","na",0,0,"dmh","n","na","n","n","na","na","na","na","Cage injury",20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,1
20211123,35,"-7","35_2525","2525","na","na",0,0,"dmh","n","na","n","n","na","na","na","na","Cage injury on L side by beak",20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,1
20211129,41,"-1","41_2525","2525","2525 PID 41","20.1",0,0,"dmh","y","dmh","y","n","na","na","y","n",NA,20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",3,20220401,"F11","34.69090969",6.583995551,7.583995551,0.87989807,3,20220126,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","7.27.23",0.046,2.791,"-","",0,50,0.061,0,6.583995551,0,1,1,1
20211204,46,"4","46_2525","2525","2525 SID 4","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",8,20220411,"F8","31.73810711",54.17917481,55.17917481,1.741775201,6,20220128,"na",12.56955573,15.66132993,"18.77090311","22.28211321","25.95696434",28.97839776,"32.08408772","neg",-3.299,100.978,0.999,37.458,"0.026",NA,NA,NA,NA,NA,0,50,0.061,0,54.17917481,1,1,1,1
20211207,49,"7","49_2525","2525","2525 SID 7","na",0,0,"dmh","y","dmh","n","n","na","na","na","na","R eye not scoreable",20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",11,20220412,"C12","32.60020114",30.36772907,31.36772907,1.496483078,8,20220204,"na",11.86143101,15.1936193,"na","22.22321452","25.68560426",28.8887188,"32.02938467","neg",-3.389,97.283,0.999,37.624,"0.028",NA,NA,NA,NA,NA,0,50,0.061,0,30.36772907,0,1,1,1
20211214,56,"14","56_2525","2525","2525 SID 14","20.7",0,0.5,"dmh","y","dmh","y","n","na","na","y","n",NA,20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",14,20220414,"C9","34.04941843",8.72931907,9.72931907,0.988082446,10,20220209,"8.902841528",11.40514415,14.66821008,"17.91215959","22.30928992","25.27546141",28.50220874,"na","neg",-3.364,98.291,0.996,37.215,"0.047","10.27.23",0.046,1.5,"-","",0.5,50,0.061,0,8.72931907,0,1,1,1
20211221,63,"21","63_2525","2525","2525 SID 21","na",0,0,"dmh","y","dmh","n","n","na","na","na","na",NA,20210804,"va","neg","vt","n","High",30000,20211019,3,300,20211130,"y","20210922","0.045","k","3","4","Female",22.5,"intake very suspicious L eye, do D8, 8/16 0,0, caught with MG bird eye score 2",15,20220414,"A11","Undetermined",0,1,0,11,20220211,"8.926534345",11.45403004,14.67622864,"na","22.21722259","25.21993563",28.79607535,"32.00198694","neg",-3.376,97.81,0.998,37.398,"0.034",NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,1
20211011,-8,"-50","-8_2526","2526","2526 PID -8","19.7",NA,NA,"na","y","dmh","y","n","na","na","n","n",NA,20210809,"va","neg","vt","n","High",30000,20211019,1,30,20211130,"y","20210924","0.042","f","5","3","Male",19.9,NA,3,20220401,"G9","Undetermined",0,1,0,2,20211208,"9.479825452",11.48732104,15.0677324,"18.94896454","na","25.36530625",29.01730143,"na","neg",-3.37,99.397,0.996,37.422,"0.052","6.27.22",0.046,3.074,"-","",0,50,0.061,0,0,0,1,1,0
20211026,7,"-35","7_2526","2526","2526 PID 7","na",0,0.5,"dmh","y","dmh","n","n","na","na","na","na",NA,20210809,"va","neg","vt","n","High",30000,20211019,1,30,20211130,"y","20210924","0.042","f","5","3","Male",19.9,NA,9,20220411,"A12","21.1971743",89427.52059,89428.52059,4.951476046,7,20220204,"na",12.53148867,15.72988284,"18.75386348","22.32475872","25.96256782",29.11519124,"32.54947164","neg",-3.358,98.503,0.999,37.826,"0.022",NA,NA,NA,NA,NA,0.5,50,0.061,0,89427.52059,1,1,1,0
20211102,14,"-28","14_2526","2526","na","19.8",3,2.5,"dmh","n","na","y","n","na","na","n","n",NA,20210809,"va","neg","vt","n","High",30000,20211019,1,30,20211130,"y","20210924","0.042","f","5","3","Male",19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.12.22",0.127,0.06,"+","",5.5,50,0.061,0,0,0,1,1,0
20211109,21,"-21","21_2526","2526","na","20.4",2,2,"dmh","n","na","n","y","5","4","na","na",NA,20210809,"va","neg","vt","n","High",30000,20211019,1,30,20211130,"y","20210924","0.042","f","5","3","Male",19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0.061,0,0,0,1,1,0
20211116,28,"-14","28_2526","2526","na","na",0,0,"dmh","n","na","n","n","na","na","na","na",NA,20210809,"va","neg","vt","n","High",30000,20211019,1,30,20211130,"y","20210924","0.042","f","5","3","Male",19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0.061,0,0,0,1,1,0
